"site","timestamp","title","entities","keywords","summary","url","comments"
"fanatik","2025-09-25T13:17:06.774882+00:00","(P) Debut de foc pentru FCSB în faza principală a Europa League. Meci cu 50% Boost pe Betano!","FCSB, România, Europa League","campioana, început intens, campanie, faza principală, roș-albaștrii","FCSB, campioana României, are parte de un început intens de campanie în Europa League, faza principală, acolo unde roș-albaștrii evoluează pentru al","https://www.fanatik.ro/p-debut-de-foc-pentru-fcsb-in-faza-principala-a-europa-league-meci-cu-50-boost-pe-betano-21282234","0"
"fanatik","2025-09-25T13:17:49.161309+00:00","Revista Fanatik 769! Fabrizio Romano, dincolo de renume! Adrian Mazilu, speranțe la Dinamo! FCSB și U Craiova, adversare de 1,5 miliarde de euro!","FANATIK, Fabrizio Romano, Adrian Mazilu, FCSB, Universitatea Craiova","revistă, interviu, adversare europene, sub lupă, celebru","Revista FANATIK 769 pe septembrie-octombrie: cine este celebrul Fabrizio Romano, interviu cu Adrian Mazilu, adversarele europene ale lui FCSB și Universitatea Craiova sub lupă.","https://www.fanatik.ro/revista-fanatik-769-fabrizio-romano-dincolo-de-renume-adrian-mazilu-sperante-la-dinamo-fcsb-si-u-craiova-adversare-de-15-miliarde-de-euro-21277723","0"
"fanatik","2025-09-25T13:14:47.614660+00:00","Surpriză pe piața media din România! Teodora, fiica lui Mihai Stoica, va fi prezentatoare la una dintre cele mai îndrăgite televiziuni sportive","Teodora Stoica, Mihai Stoica, România","semnat, posturi TV, emisiune, prezenta, fiica","Teodora Stoica a semnat cu unul dintre cele mai îndrăgite posturi TV din România. Ce emisiune va prezenta fiica lui Mihai Stoica.","https://www.fanatik.ro/surpriza-pe-piata-media-din-romania-teodora-fiica-lui-mihai-stoica-va-fi-prezentatoare-la-una-dintre-cele-mai-indragite-televiziuni-sportive-21282268","0"
"fanatik","2025-09-25T13:18:14.121437+00:00","S-a stabilit data meciului Real Madrid – Barcelona. Când se joacă primul El Clasico al sezonului","Real Madrid, Barcelona, La Liga, El Clasico","așteptată, partidă, lume, sezon, data","Fără doar și poate că Real Madrid - Barcelona este cea mai așteptată partidă în întreaga lume, iar La Liga a decis data la care se va juca primul El Clasico al sezonului.","https://www.fanatik.ro/s-a-stabilit-data-meciului-real-madrid-barcelona-cand-se-joaca-primul-el-clasico-al-sezonului-21281692","0"
"fanatik","2025-09-25T13:18:23.174915+00:00","Olandezul care a înfruntat FCSB la București, amintiri înainte de meciul cu Go Ahead Eagles: „Un oraș gri, mohorât”","FCSB, Leon de Kogel, Go Ahead Eagles","adversar, vorbit, site oficial, gânduri, transmis","Fostul adversar al FCSB-ului, Leon de Kogel, a vorbit pentru site-ul oficial al celor de la Go Ahead Eagles și le-a transmis gândurile sale.","https://www.fanatik.ro/olandezul-care-infruntat-fcsb-la-bucuresti-amintiri-inainte-de-meciul-cu-go-ahead-eagles-un-oras-gri-mohorat-21281656","0"
"fanatik","2025-09-25T13:17:40.977537+00:00","Mihai Stoica și Florin Tănase și-au aflat pedeapsa! Ce sancțiuni au primit de la FRF după ce i-au „mitraliat” pe arbitrii George Găman și Horațiu Feșnic","Mihai Stoica, Florin Tănase, Comisia de Disciplină, FRF","nota de plată, sancțiuni, critici, arbitraj, disciplină","A venit nota de plată în cazul lui Mihai Stoica și al lui Florin Tănase. Ce sancțiuni au primit de la Comisia de Disciplină a FRF pentru criticile îndreptate către arbitraj.","https://www.fanatik.ro/mihai-stoica-si-florin-tanase-sanctionati-de-frf-si-au-aflat-pedeapsa-dupa-atacurile-fara-precedent-aduse-arbitrajului-din-superliga-21282131","0"
"fanatik","2025-09-25T13:18:41.038909+00:00","“Poate rata Dinamo play-off-ul?” Florin Bratu, avertisment pentru jucătorii lui Kopic: “Anul trecut Sepsi a fost la un meci de play-off şi a retrogradat!”","Florin Bratu, FANATIK DINAMO, Dinamo, Sepsi","transmis, direct, probleme, play-off, antrenor, exemplu","Florin Bratu a transmis, în direct la FANATIK DINAMO, că Dinamo poate întâmpina probleme în lupta pentru play-off. Antrenorul a oferit exemplul lui Sepsi de anul trecut.","https://www.fanatik.ro/poate-rata-dinamo-play-off-ul-florin-bratu-avertisment-pentru-jucatorii-lui-kopic-anul-trecut-sepsi-a-fost-la-un-meci-de-play-off-si-a-retrogradat-21281027","0"
"fanatik","2025-09-25T13:15:13.622639+00:00","N-au stat la discuții! Echipa de Champions League își cenzurează jucătorul după postările virale despre Charlie Kirk","Charlie Kirk","revoltă, club mare, Europa, fotbalist, cenzurat, conducere, postări, mediul online","Revoltă la un club mare din Europa. Cine este fotbalistul cenzurat de conducere după postările din mediul online despre Charlie Kirk.","https://www.fanatik.ro/n-au-stat-la-discutii-echipa-de-champions-league-isi-cenzureaza-jucatorul-dupa-postarile-virale-despre-charlie-kirk-21282327","0"
"fanatik","2025-09-25T13:16:37.694303+00:00","Mihai Stoica a sărit în apărarea lui înainte de Go Ahead Eagles – FCSB: „Să plece? De ce?”","Mihai Stoica, FCSB, Go Ahead Eagles","campionat, situație, meci, joi seară, apărarea, colegi","Mihai Stoica a vorbit despre situația din campionat a FCSB-ului. Ce a precizat și înaintea meciului de joi seară cu Go Ahead Eagles. I-a luat apărarea unuia dintre colegi.","https://www.fanatik.ro/mihai-stoica-a-sarit-in-apararea-lui-inainte-de-go-ahead-eagles-fcsb-sa-plece-de-ce-21282113","0"
"fanatik","2025-09-25T13:19:38.598680+00:00","5-5 după 0-1 în minutul 45! Meciul echipei de Champions League a eclipsat total duelurile din Europa League","Europa League, Champions League","uimire, microbișți, meci, defilat, rezultat uluitor, campionat intern","Spre uimirea microbiștilor, meciul zilei nu vine din Europa League. După ce a defilat în Champions League, a făcut un rezultat uluitor în campionatul intern","https://www.fanatik.ro/5-5-dupa-0-1-in-minutul-45-meciul-echipei-de-champions-league-a-eclipsat-total-duelurile-din-europa-league-21282079","0"
"fanatik","2025-09-25T13:14:31.853230+00:00","Antrenorul lui Go Ahead Eagles, precaut înaintea meciului cu FCSB: „Să nu ne lăsăm ghidați de ce scrie în media”","Go Ahead Eagles, FCSB, Europa League, România, Superliga","antrenor, se teme, meci direct, parcurs slab, campioana","Antrenorul lui Go Ahead Eagles se teme de FCSB înaintea meciului direct din Europa League în ciuda parcursului slab înregistrat de campioana României în Superliga","https://www.fanatik.ro/antrenorul-lui-go-ahead-eagles-precaut-inaintea-meciului-cu-fcsb-sa-nu-ne-lasam-ghidati-de-ce-scrie-in-media-21281789","0"
"fanatik","2025-09-25T13:14:26.621472+00:00","Florentin Pera și Bogdan Burcea și-au dat demisia de la naționala de handbal! Haos cu două luni înainte de Campionatul Mondial","FANATIK, Florentin Pera, Bogdan Burcea, România, Campionatul Mondial","demisia, naționala feminină, handbal, selecționer, două luni","FANATIK a aflat că Florentin Pera și Bogdan Burcea și-au dat demisia de la naționala feminină de handbal. România rămâne fără selecționer cu două luni înainte de Campionatul Mondial.","https://www.fanatik.ro/florentin-pera-si-bogdan-burcea-si-au-dat-demisia-de-la-nationala-de-handbal-haos-cu-doua-luni-inainte-de-campionatul-mondial-21282474","0"
"fanatik","2025-09-25T13:15:23.151364+00:00","Dumitru Dragomir, previziune sumbră pentru un cunoscut partid din România: „Cade din cauza măsurilor lui Bolojan. Suntem cu toții niște tâmpiți”","Dumitru Dragomir, Ilie Bolojan, Profeţiile lui DON Mitică","anticipat, emisiunea, efecte, electorat, măsuri","Dumitru Dragomir a anticipat în emisiunea ""Profeţiile lui DON Mitică"" efectele pe care le va avea asupra electoratului măsurile luate de Ilie Bolojan","https://www.fanatik.ro/dumitru-dragomir-previziune-sumbra-pentru-un-cunoscut-partid-din-romania-cade-din-cauza-masurilor-lui-bolojan-suntem-cu-totii-niste-tampiti-21282200","0"
"fanatik","2025-09-25T13:15:44.137910+00:00","Mirel Rădoi își amenință jucătorii înainte de Universitatea Craiova – Dinamo: „Îl scot din lot. Poate pleca acasă, cu familia”","Universitatea Craiova, Dinamo Bucureşti, Ion Oblemenco","întâlnesc, vineri, stadion, meci, etapa","Universitatea Craiova şi Dinamo Bucureşti se întâlnesc vineri, de la ora 21.00, pe stadionul „Ion Oblemenco”, într-un meci din etapa a 10-a","https://www.fanatik.ro/mirel-radoi-isi-ameninta-jucatorii-inainte-de-universitatea-craiova-dinamo-pe-cine-simt-ca-face-asta-il-scot-din-lot-21282314","0"
"fanatik","2025-09-25T13:16:32.874462+00:00","Adrian Mutu, opinie tranșantă în conflictul Rădoi – Baiaram! De ce parte s-a situat „Briliantul”: „Să lăsăm figurile deoparte. Nu e la nivelul ăla”","Adrian Mutu, FANATIK SUPERLIGA, Rădoi, Baiaram","poziția, conflict, Briliantul, atacant, olteni","Adrian Mutu și-a transmis, în direct la FANATIK SUPERLIGA, poziția în conflictul Rădoi - Baiaram. Ce spune „Briliantul” despre atacantul oltenilor.","https://www.fanatik.ro/adrian-mutu-opinie-transanta-in-conflictul-radoi-baiaram-de-ce-parte-s-a-situat-briliantul-sa-lasam-figurile-deoparte-nu-e-la-nivelul-ala-21280806","0"
"fanatik","2025-09-25T13:19:43.993678+00:00","Edi Iordănescu, la pământ după ultimul meci al Legiei: „Sunt trist, supărat și frustrat”. Critici la adresa arbitrajului: „E o mare greșeală”","Edi Iordănescu, România, Legia, Jagiellonia","selecționer, dezamăgit, remizat, acasă, națională","Edi Iordănescu, fostul selecționer al naționalei României, dezamăgit după ce echipa sa, Legia, a remizat acasă cu Jagiellonia.","https://www.fanatik.ro/edi-iordanescu-la-pamant-dupa-ultimul-meci-al-legiei-sunt-trist-suparat-si-frustrat-critici-la-adresa-arbitrajului-e-o-mare-greseala-21282085","0"
"fanatik","2025-09-25T13:14:53.041528+00:00","CCA, decizie bizară! Arbitrul din cauza căruia Rotaru și Cârțu au fost sancționați de FRF, delegat la Universitatea Craiova – Dinamo","Universitatea Craiova, Dinamo, CCA","veste teribilă, meci, arbitru, acuzat, olteni, sezon precedent","Universitatea Craiova a primit o veste teribilă înaintea meciului cu Dinamo. CCA a delegat un arbitru acuzat vehement de olteni în sezonul precedent.","https://www.fanatik.ro/cca-decizie-bizara-arbitrul-din-cauza-caruia-rotaru-si-cartu-au-fost-sanctionati-de-frf-delegat-la-universitatea-craiova-dinamo-21282441","0"
"fanatik","2025-09-25T13:17:35.549735+00:00","Cele 5 zodii care au noroc triplu și dau de abundență și fericire până pe 1 octombrie. Au lumea la picioare în tot ce fac","nativi, astre","noroc, bani mulți, șanse nemăsurate, 1 octombrie, aliniate, favoarea","Cei 5 nativi care au mare noroc, se bucură de bani mulți și șanse nemăsurate până pe 1 octombrie. Astrele sunt aliniate în favoarea lor.","https://www.fanatik.ro/cele-5-zodii-care-au-noroc-triplu-si-dau-de-abundenta-si-fericire-pana-pe-1-octombrie-au-lumea-la-picioare-in-tot-ce-fac-21281497","0"
"fanatik","2025-09-25T13:18:29.185004+00:00","Messi s-a distrat la New York. Reacție demențială a comentatorului după două goluri și un assist reușite pentru Inter Miami","MLS","fotbalist, 38 de ani, cinci goluri, golgheter, echipa, play off, calificare","Fotbalistul de 38 de ani a ajuns la cinci goluri în ultimele nouă zile, fiind golgheterul la zi al MLS și calificându-și echipa în play offul MLS","https://www.fanatik.ro/messi-s-a-distrat-la-new-york-reactie-dementiala-a-comentatorului-dupa-doua-goluri-si-un-assist-reusite-pentru-inter-miami-21282096","0"
"fanatik","2025-09-25T13:18:59.134140+00:00","Cele mai bune sisteme de pensii din UE. În ce țară se poate lucra trei zile pe săptămână pe salariu întreg şi cât de departe e România de acest model","UE","pensionare, tranziție, modele, flexibile, prag legal","Mai multe din UE au implementat modele care uşurează tranziţia către pensionare, oferind variante flexibile de lucru cu mult înainte de atingerea pragului legal.","https://www.fanatik.ro/cele-mai-bune-sisteme-de-pensii-din-ue-in-ce-tara-se-poate-lucra-trei-zile-pe-saptamana-pe-salariu-intreg-si-cat-de-departe-e-romania-de-acest-model-21281449","0"
"fanatik","2025-09-25T13:19:04.871095+00:00","Cum a ajuns Ambasada Bangladesh în pragul evacuării: vila istorică de 2,3 milioane euro, scoasă la licitație. Tatăl lui Vlad Pascu, printre beneficiari","Vlad Pascu, Ambasada Bangladesh","tatăl, executare silită, proprietar, vilă, 2, 3 milioane euro, controversat mogul","Tatăl lui Vlad Pascu a pornit executarea silită împotriva proprietarului vilei de 2,3 milioane de euro care găzduiește Ambasada Bangladesh. Acesta este un controversat mogul","https://www.fanatik.ro/cum-a-ajuns-ambasada-bangladesh-in-pragul-evacuarii-vila-istorica-de-23-milioane-euro-scoasa-la-licitatie-tatal-lui-vlad-pascu-printre-beneficiari-21281533","0"
"fanatik","2025-09-25T13:15:33.655457+00:00","Sondaj INSCOP: Topul iubitorilor de animale în rândul votanților PSD, PNL, USR și AUR. Câini sau pisici?","românii","preferințe, animal de companie, topul, preferințele politice, deținerea","Ce preferințe au românii, când vine vorba despre deținerea unui animal de companie. Cum arată topul, în funcție de preferințele politice","https://www.fanatik.ro/sondaj-inscop-topul-iubitorilor-de-animale-in-randul-votantilor-psd-pnl-usr-si-aur-caini-sau-pisici-21282220","0"
"fanatik","2025-09-25T13:18:04.888536+00:00","George Pușcaș l-a refuzat pe Edi Iordănescu! Atacantul român nici nu a vrut să audă de oferta venită de la Legia. Anunțul făcut de oficialul clubului polonez","George Pușcaș, Legia Varșovia","decizia, atacant, refuzat, propunere, nemulțumit, fotbalist","George Pușcaș a luat decizia! Atacantul român a refuzat propunerea venită de la Legia Varșovia. Ce l-a nemulțumit pe fotbalist.","https://www.fanatik.ro/george-puscas-l-a-refuzat-pe-edi-iordanescu-atacantul-roman-nici-nu-a-vrut-sa-auda-de-oferta-venita-de-la-legia-anuntul-facut-de-oficialul-clubului-polonez-21281871","0"
"fanatik","2025-09-25T13:17:17.658200+00:00","(P) Aparatul dentar Invisalign te ajuta sa ai o prezenta mai apreciata „pe sticla” si online!","fotbalisti, prezentatoare, artisti","siguranta, majoritatea, sticla, online, apar","Cu siguranta ai observat si tu ca majoritatea celor care apar „pe sticla” si online, indiferent ca ne referim la fotbalisti, prezentatoare, artisti etc.,","https://www.fanatik.ro/p-aparatul-dentar-invisalign-te-ajuta-sa-ai-o-prezenta-mai-apreciata-pe-sticla-si-online-21281648","0"
"fanatik","2025-09-25T13:15:04.611919+00:00","Adrian Mutu a dat verdictul înainte de Go Ahead Eagles – FCSB: „Ei sunt favoriți fără doar și poate”","Adrian Mutu, FANATIK SUPERLIGA, FCSB, Go Ahead Eagles, Europa League","analizat, partidă, terenul olandezilor, disputa","Adrian Mutu a analizat la FANATIK SUPERLIGA partida pe care FCSB o va disputa pe terenul olandezilor de la Go Ahead Eagles în Europa League.","https://www.fanatik.ro/adrian-mutu-a-dat-verdictul-inainte-de-go-ahead-eagles-fcsb-ei-sunt-favoriti-fara-doar-si-poate-21280815","0"
